col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 181st District - Democrat,,,,,Lieutenant Governor - Democrat,,,,,All
,Malcolm Kenyatta,Lewis Nash Sr,Lewis Thomas Iii,Alex Deering,Gilberto Gonzalez,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,All
Malcolm Kenyatta,319,0,0,0,0,892,593,137,280,23,All
Lewis Nash Sr,,190,0,0,0,409,149,579,88,11,All
Lewis Thomas Iii,,,180,0,0,409,120,155,73,11,All
Alex Deering,,,,34,0,145,90,70,77,1,All
Gilberto Gonzalez,,,,,32,70,105,23,58,15,All
Mike Stack,,,,,,163,0,0,0,0,All
Nina Ahmad,,,,,,,57,0,0,0,All
Kathi Cozzone,,,,,,,,57,0,0,All
John Fetterman,,,,,,,,,63,0,All
Ray Sosa,,,,,,,,,,2,All
Total,"2,244","1,426",948,417,303,"2,088","1,114","1,021",639,63,All
